First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,
Fiona,Muxlow,,"5' 4""",145 lbs.,--,,6,3,0,,fiona-muxlow
Ho Bae,Myeon,,"5' 11""",168 lbs.,--,Orthodox,13,5,1,,ho bae-myeon
Katsuhiko,Nagata,,"5' 7""",154 lbs.,--,Southpaw,6,7,3,,katsuhiko-nagata
Yuji,Nagata,,"6' 0""",225 lbs.,--,Orthodox,0,2,0,,yuji-nagata
Greg,Nagy,,"6' 1""",210 lbs.,--,Orthodox,1,3,0,,greg-nagy
Logan,Nail,,--,185 lbs.,--,,1,1,0,,logan-nail
Muhammad,Naimov,Hillman,"5' 9""",145 lbs.,"70.0""",Orthodox,5,1,0,,muhammad-naimov
Yukiya,Naito,,"6' 1""",205 lbs.,--,Orthodox,15,6,2,,yukiya-naito
Andrews,Nakahara,,"6' 1""",185 lbs.,--,Orthodox,5,4,2,,andrews-nakahara
Rin,Nakai,,"5' 1""",135 lbs.,--,Orthodox,19,2,1,,rin-nakai
Kazuhiro,Nakamura,Kaz,"5' 11""",205 lbs.,"70.0""",Orthodox,21,13,0,,kazuhiro-nakamura
Keita,Nakamura,K-Taro,"5' 11""",170 lbs.,"73.0""",Southpaw,34,10,2,,keita-nakamura
Daisuke,Nakamura,,"5' 7""",154 lbs.,--,Orthodox,28,19,1,,daisuke-nakamura
Yusaku,Nakamura,,"5' 5""",145 lbs.,--,,14,4,1,,yusaku-nakamura
Rinya,Nakamura,Hybrid,"5' 7""",135 lbs.,"68.0""",Southpaw,7,0,0,,rinya-nakamura
Jutaro,Nakao,,"5' 9""",170 lbs.,--,Southpaw,25,19,4,,jutaro-nakao
Yoshihiro,Nakao,Kiss,"6' 0""",220 lbs.,--,Southpaw,9,3,0,,yoshihiro-nakao
Yui Chul,Nam,The Korean Bulldozer,"5' 9""",145 lbs.,--,Orthodox,18,8,1,,yui chul-nam
Tyson,Nam,,"5' 7""",125 lbs.,"68.0""",Orthodox,21,13,1,,tyson-nam
Rose,Namajunas,Thug,"5' 5""",115 lbs.,"65.0""",Orthodox,12,5,0,,rose-namajunas
Yasuhito,Namekawa,,"5' 9""",205 lbs.,--,Orthodox,25,16,4,,yasuhito-namekawa
Nad,Narimani,Smiler,"5' 8""",145 lbs.,"70.0""",Orthodox,12,4,0,,nad-narimani
Roger,Narvaez,Silverback,"6' 3""",185 lbs.,--,Southpaw,8,3,0,,roger-narvaez
Fabio,Nascimento,Negao,"5' 10""",185 lbs.,--,Orthodox,11,6,0,,fabio-nascimento
Allan,Nascimento,Puro Osso,"5' 8""",125 lbs.,"69.0""",Orthodox,20,6,0,,allan-nascimento
Rodrigo,Nascimento,Ze Colmeia,"6' 2""",246 lbs.,"80.0""",Orthodox,9,1,0,,rodrigo-nascimento
Bobby,Nash,,"6' 0""",170 lbs.,"74.0""",Orthodox,8,4,0,,bobby-nash
Reza,Nasri,,"5' 11""",205 lbs.,--,Orthodox,0,1,0,,reza-nasri
Nasrudin,Nasrudinov,,"6' 0""",205 lbs.,"71.0""",Orthodox,9,1,0,,nasrudin-nasrudinov
Pawel,Nastula,,"6' 0""",230 lbs.,--,Southpaw,5,6,0,,pawel-nastula
Rafael,Natal,Sapo,"6' 0""",185 lbs.,"77.0""",Orthodox,21,9,1,,rafael-natal
Kevin,Natividad,Quicksand,"5' 6""",135 lbs.,"70.0""",Orthodox,9,4,0,,kevin-natividad
Ismail,Naurdiev,The Austrian Wonderboy,"5' 10""",170 lbs.,"74.0""",Orthodox,19,4,0,,ismail-naurdiev
Danny,Navarro,,"5' 10""",155 lbs.,--,,17,7,0,,danny-navarro
Marcio,Navarro,The Locomotive,"6' 0""",155 lbs.,--,,14,14,0,,marcio-navarro
Tafon,Nchukwi,Da Don,"6' 0""",205 lbs.,"77.0""",Orthodox,6,3,0,,tafon-nchukwi
Dustin,Neace,The Beast,"5' 9""",145 lbs.,--,,25,21,1,,dustin-neace
Josh,Neal,,"6' 0""",185 lbs.,--,,5,11,0,,josh-neal
Joe,Neal,Nine Lives,"5' 6""",135 lbs.,--,,6,2,0,,joe-neal
Geoff,Neal,Handz of Steel,"5' 11""",170 lbs.,"75.0""",Southpaw,15,5,0,,geoff-neal
Stanislav,Nedkov,Stucky,"5' 11""",205 lbs.,"71.0""",Orthodox,12,2,0,,stanislav-nedkov
Josh,Neer,The Dentist,"5' 11""",170 lbs.,"72.0""",Orthodox,36,16,1,,josh-neer
Nicolae,Negumereanu,,"6' 0""",205 lbs.,"78.0""",Orthodox,13,2,0,,nicolae-negumereanu
Steve,Nelmark,The Sandman,"6' 0""",240 lbs.,--,Orthodox,2,1,0,,steve-nelmark
Shane,Nelson,Sugar,"5' 9""",155 lbs.,"70.0""",Southpaw,16,7,0,,shane-nelson
Roy,Nelson,Big Country,"6' 0""",263 lbs.,"73.0""",Orthodox,22,14,0,,roy-nelson
Gunnar,Nelson,Gunni,"5' 11""",170 lbs.,"72.0""",Switch,19,5,1,,gunnar-nelson
Kyle,Nelson,The Monster,"5' 11""",145 lbs.,"71.0""",Switch,13,5,1,,kyle-nelson
Lissette,Neri,,"5' 2""",145 lbs.,--,,6,4,0,,lissette-neri
Mario,Neto,Sukata,"6' 0""",229 lbs.,--,Orthodox,13,5,0,,mario-neto
Antonio Braga,Neto,,"6' 3""",185 lbs.,"77.0""",Orthodox,9,3,0,,antonio braga-neto
Eduardo,Neves,Bebezao,"6' 2""",265 lbs.,"78.0""",Orthodox,5,1,0,,eduardo-neves
Julio Cesar,Neves Jr.,Morceguinho,"5' 8""",145 lbs.,--,,33,1,0,,julio cesar-neves jr.
Nick,Newell,Notorious,"5' 10""",155 lbs.,--,Southpaw,14,2,0,,nick-newell
Journey,Newson,,"5' 5""",135 lbs.,"67.0""",Orthodox,10,4,0,,journey-newson
Jeff,Newton,,"6' 2""",205 lbs.,--,Sideways,4,2,0,,jeff-newton
Carlos,Newton,The Ronin,"5' 9""",170 lbs.,--,Orthodox,16,14,0,,carlos-newton
Emanuel,Newton,The Hardcore Kid,"6' 1""",205 lbs.,--,,26,12,1,,emanuel-newton
Francis,Ngannou,The Predator,"6' 4""",250 lbs.,"83.0""",Orthodox,17,3,0,,francis-ngannou
Ben,Nguyen,Ten,"5' 5""",125 lbs.,"65.0""",Switch,16,8,0,,ben-nguyen
Steven,Nguyen,The Ninja,"5' 11""",145 lbs.,"73.0""",Switch,8,1,0,,steven-nguyen
Alex,Nicholson,The Spartan,"6' 4""",185 lbs.,"77.0""",Orthodox,7,4,0,,alex-nicholson
Bo,Nickal,,"6' 1""",185 lbs.,"76.0""",Southpaw,4,0,0,,bo-nickal
Mike,Nickels,,"6' 4""",205 lbs.,--,Orthodox,9,5,0,,mike-nickels
Matheus,Nicolau,,"5' 6""",125 lbs.,"66.0""",Orthodox,19,3,1,,matheus-nicolau
Jaimelene,Nievera,Queenie,"5' 5""",125 lbs.,--,Orthodox,7,4,0,,jaimelene-nievera
Khomkrit,Niimi,The Bumblebee,"5' 2""",125 lbs.,--,,6,10,0,,khomkrit-niimi
Tom,Niinimaki,Stoneface,"5' 9""",145 lbs.,"69.0""",Orthodox,22,8,1,,tom-niinimaki
Ramsey,Nijem,,"5' 11""",155 lbs.,"75.0""",Orthodox,9,6,0,,ramsey-nijem
Hans,Nijman,,"6' 0""",250 lbs.,--,Switch,9,7,0,,hans-nijman
Jack,Nilson,,--,--,--,,2,6,0,,jack-nilson
Mats,Nilsson,,"6' 1""",170 lbs.,--,Orthodox,11,4,1,,mats-nilsson
Guangyou,Ning,Smasher,"5' 4""",145 lbs.,"64.0""",Southpaw,5,4,1,,guangyou-ning
Soichi,Nishida,,"5' 11""",320 lbs.,--,Orthodox,5,10,1,,soichi-nishida
Yosuke,Nishijima,,"5' 9""",205 lbs.,--,Orthodox,0,5,0,,yosuke-nishijima
Yamato,Nishikawa,,"5' 7""",155 lbs.,--,Orthodox,21,3,6,,yamato-nishikawa
Akiyo,Nishiura,Wicky Akiyo,"5' 8""",139 lbs.,--,Southpaw,13,8,1,,akiyo-nishiura
Anthony,Njokuani,The Assassin,"6' 1""",155 lbs.,"75.0""",Orthodox,16,12,0,,anthony-njokuani
Chidi,Njokuani,Bang Bang,"6' 3""",185 lbs.,"80.0""",Orthodox,22,9,0,,chidi-njokuani
Derrick,Noble,The Eraser,"5' 9""",170 lbs.,--,Southpaw,27,15,1,,derrick-noble
Kyle,Noblitt,,"6' 2""",243 lbs.,--,,11,2,0,,kyle-noblitt
Pedro,Nobre,The Rock,"5' 5""",135 lbs.,--,,18,4,2,,pedro-nobre
Jacob,Noe,Psycho,--,205 lbs.,--,,3,11,0,,jacob-noe
Antonio Rodrigo,Nogueira,Minotauro,"6' 3""",240 lbs.,"77.0""",Orthodox,34,10,1,,antonio rodrigo-nogueira
Rogerio,Nogueira,Minotouro,"6' 2""",205 lbs.,"75.0""",Southpaw,23,10,0,,rogerio-nogueira
Alexandre Franca,Nogueira,Pequeno,"5' 7""",145 lbs.,--,Orthodox,18,6,3,,alexandre franca-nogueira
Talita,Nogueira,Treta,"5' 10""",145 lbs.,--,,6,0,0,,talita-nogueira
Kyle,Noke,,"6' 1""",170 lbs.,"76.0""",Southpaw,22,10,1,,kyle-noke
Nick,Nolte,,"6' 0""",170 lbs.,--,,5,4,0,,nick-nolte
KJ,Noons,King,"5' 10""",155 lbs.,"70.0""",Orthodox,13,9,0,,kj-noons
Sage,Northcutt,Super,"6' 0""",170 lbs.,"71.0""",Orthodox,11,2,0,,sage-northcutt
Jan,Nortje,The Giant,"6' 1""",310 lbs.,--,Southpaw,2,6,0,,jan-nortje
Scott,Norton,Hollywood,"5' 10""",170 lbs.,--,Orthodox,7,1,0,,scott-norton
Shohei,Nose,,"5' 6""",135 lbs.,"68.0""",Switch,9,3,2,,shohei-nose
Jonatas,Novaes,,"5' 11""",170 lbs.,--,,13,5,0,,jonatas-novaes
Jason,Novelli,Flipside,"6' 0""",155 lbs.,--,Orthodox,11,3,1,,jason-novelli
Phillipe,Nover,The Filipino Assassin,"5' 9""",145 lbs.,"72.0""",Orthodox,11,8,1,,phillipe-nover
Shayilan,Nuerdanbieke,Wolverine,"5' 8""",145 lbs.,"69.0""",Orthodox,39,10,0,,shayilan-nuerdanbieke
Diego,Nunes,The Gun,"5' 6""",145 lbs.,"67.0""",Orthodox,19,7,0,,diego-nunes
Amanda,Nunes,The Lioness,"5' 8""",135 lbs.,"69.0""",Orthodox,22,5,0,,amanda-nunes
Nina,Nunes,,"5' 5""",125 lbs.,"64.0""",Orthodox,11,7,0,,nina-nunes
Istela,Nunes,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,4,0,,istela-nunes
Josiane,Nunes,Josi,"5' 2""",145 lbs.,"67.0""",Southpaw,10,1,0,,josiane-nunes
Khabib,Nurmagomedov,The Eagle,"5' 10""",155 lbs.,"70.0""",Orthodox,29,0,0,,khabib-nurmagomedov
Said,Nurmagomedov,,"5' 8""",135 lbs.,"70.0""",Orthodox,17,3,0,,said-nurmagomedov
Abubakar,Nurmagomedov,,"5' 11""",170 lbs.,"72.0""",Orthodox,17,3,1,,abubakar-nurmagomedov
Umar,Nurmagomedov,,"5' 8""",135 lbs.,"69.0""",Orthodox,16,0,0,,umar-nurmagomedov
Kennedy,Nzechukwu,African Savage,"6' 5""",205 lbs.,"83.0""",Southpaw,11,3,0,,kennedy-nzechukwu
Jake,O'Brien,Irish,"6' 3""",205 lbs.,"76.0""",Orthodox,15,4,0,,jake-o'brien
TJ,O'Brien,The Spider,"6' 2""",155 lbs.,--,Orthodox,20,8,0,,tj-o'brien
Sean,O'Connell,The Real OC,"6' 1""",205 lbs.,"74.0""",Orthodox,17,9,0,,sean-o'connell
Dan,O'Connor,Johnny Irish,"5' 4""",115 lbs.,--,,6,6,0,,dan-o'connor
Sean,O'Haire,,"6' 5""",270 lbs.,--,Orthodox,4,2,0,,sean-o'haire
Sean,O'Malley,Sugar,"5' 11""",135 lbs.,"72.0""",Switch,16,1,0,,sean-o'malley
Jeremiah,O'Neal,,"5' 8""",260 lbs.,--,,13,25,0,,jeremiah-o'neal
Chuck,O'Neil,Cold Steel,"6' 2""",170 lbs.,--,,17,9,0,,chuck-o'neil
Casey,O'Neill,King,"5' 6""",125 lbs.,"69.0""",Orthodox,9,1,0,,casey-o'neill
Brendan,O'Reilly,Badger,"5' 7""",170 lbs.,"69.0""",Orthodox,6,3,0,,brendan-o'reilly
Takahiro,Oba,,"5' 8""",200 lbs.,--,Southpaw,5,7,1,,takahiro-oba
Nobuhiro,Obiya,,"5' 8""",145 lbs.,--,Orthodox,12,5,1,,nobuhiro-obiya
Christian,Ocon,,"5' 8""",135 lbs.,"69.0""",Orthodox,2,1,0,,christian-ocon
Richard,Odoms,The Black Eagle,"6' 5""",265 lbs.,--,Orthodox,13,3,0,,richard-odoms
Volkan,Oezdemir,No Time,"6' 2""",205 lbs.,"75.0""",Orthodox,18,7,0,,volkan-oezdemir
Naoya,Ogawa,,"6' 4""",255 lbs.,--,Orthodox,7,2,0,,naoya-ogawa
Trey,Ogden,Samurai Ghost,"5' 11""",155 lbs.,"72.0""",Orthodox,16,5,0,,trey-ogden
Andy,Ogle,The Little Axe,"5' 8""",145 lbs.,"69.0""",Orthodox,9,6,0,,andy-ogle
Ho Taek,Oh,Spider,--,155 lbs.,--,,7,2,1,,ho taek-oh
Michiyoshi,Ohara,,"5' 10""",205 lbs.,--,Orthodox,0,2,0,,michiyoshi-ohara
Koji,Oishi,,"5' 8""",170 lbs.,--,Orthodox,25,10,10,,koji-oishi
Takayuki,Okada,Giant Ochiai,"6' 1""",290 lbs.,--,Orthodox,3,3,2,,takayuki-okada
Yushin,Okami,Thunder,"6' 2""",170 lbs.,"75.0""",Southpaw,34,12,0,,yushin-okami
JJ,Okanovich,The Bosnian Bomber,"5' 11""",155 lbs.,"76.0""",Orthodox,7,1,0,,jj-okanovich
Kazuki,Okubo,,"5' 11""",175 lbs.,--,Orthodox,7,9,0,,kazuki-okubo
Masakatsu,Okuda,,--,--,--,,8,5,0,,masakatsu-okuda
Aleksei,Oleinik,The Boa Constrictor,"6' 2""",240 lbs.,"80.0""",Orthodox,60,17,1,,aleksei-oleinik
Michal,Oleksiejczuk,Hussar,"6' 0""",205 lbs.,"74.0""",Southpaw,18,5,0,,michal-oleksiejczuk
Rafaello,Oliveira,Tractor,"5' 8""",155 lbs.,"71.0""",Orthodox,17,8,0,,rafaello-oliveira
Charles,Oliveira,Do Bronx,"5' 10""",155 lbs.,"74.0""",Orthodox,33,9,0,,charles-oliveira
Jorge,Oliveira,,"6' 1""",205 lbs.,--,,5,3,1,,jorge-oliveira
Ednaldo,Oliveira,Lula,"6' 5""",205 lbs.,--,Orthodox,17,3,1,,ednaldo-oliveira
Alex,Oliveira,Cowboy,"5' 11""",170 lbs.,"76.0""",Orthodox,22,12,1,,alex-oliveira
Maria,Oliveira,Spider-Girl,"5' 6""",115 lbs.,"69.0""",Orthodox,13,6,0,,maria-oliveira
Bruno,Oliveira,,"6' 4""",205 lbs.,"80.0""",Orthodox,8,2,0,,bruno-oliveira
Saimon,Oliveira,,"5' 4""",135 lbs.,"72.0""",Orthodox,18,5,0,,saimon-oliveira
Wendell,Oliveira Marques,The Machine,"5' 10""",170 lbs.,--,Orthodox,29,10,0,,wendell-oliveira marques
Felipe,Olivieri,,"5' 9""",155 lbs.,--,Orthodox,14,5,0,,felipe-olivieri
Andy,Ologun,,"6' 0""",154 lbs.,--,Orthodox,3,1,0,,andy-ologun
Shana,Olsen,Rock Solid,"5' 7""",145 lbs.,--,,5,2,0,,shana-olsen
Casey,Olson,The Underdog,"5' 7""",145 lbs.,--,Orthodox,14,5,0,,casey-olson
Dennis,Olson,,"6' 0""",170 lbs.,--,,14,11,0,,dennis-olson
Cameron,Olson,Cap'n Crunch,"6' 1""",205 lbs.,"75.0""",Orthodox,7,3,0,,cameron-olson
Gadzhi,Omargadzhiev,,"6' 1""",170 lbs.,"71.0""",Switch,13,2,0,,gadzhi-omargadzhiev
Alan,Omer,,"5' 10""",145 lbs.,--,Orthodox,20,5,0,,alan-omer
Daniel,Omielanczuk,,"6' 0""",247 lbs.,"74.0""",Southpaw,19,8,1,,daniel-omielanczuk
Michihiro,Omigawa,,"5' 6""",145 lbs.,"68.0""",Orthodox,17,14,1,,michihiro-omigawa
David,Onama,,"5' 11""",145 lbs.,"74.0""",Orthodox,10,2,0,,david-onama
Charlie,Ontiveros,American Bad Boy,"6' 2""",155 lbs.,"74.0""",Switch,11,9,0,,charlie-ontiveros
Chibwikem,Onyenegecha,,"6' 3""",185 lbs.,--,Orthodox,5,0,0,,chibwikem-onyenegecha
Sam,Oropeza,,"6' 2""",170 lbs.,--,,13,3,0,,sam-oropeza
Brian,Ortega,T-City,"5' 8""",145 lbs.,"69.0""",Switch,15,3,0,,brian-ortega
Tito,Ortiz,The People's Champ,"6' 3""",205 lbs.,"74.0""",Orthodox,19,12,1,,tito-ortiz
Jorge,Ortiz,The Naked Man,"6' 0""",185 lbs.,--,Orthodox,18,9,1,,jorge-ortiz
Dustin,Ortiz,,"5' 5""",125 lbs.,"65.0""",Orthodox,19,8,0,,dustin-ortiz
Kenji,Osawa,,"5' 7""",135 lbs.,"66.0""",Orthodox,20,11,2,,kenji-osawa
Ode,Osbourne,The Jamaican Sensation,"5' 7""",125 lbs.,"73.0""",Southpaw,12,5,0,,ode-osbourne
Kurt,Osiander,,--,185 lbs.,--,,4,1,0,,kurt-osiander
Nick,Osipczak,,"6' 2""",170 lbs.,"76.0""",Orthodox,6,3,0,,nick-osipczak
Nissen,Osterneck,,"6' 2""",185 lbs.,--,Orthodox,12,4,0,,nissen-osterneck
Rachael,Ostovich,,"5' 3""",125 lbs.,"62.0""",Orthodox,4,6,0,,rachael-ostovich
Pedro,Otavio,Te Pedro,"6' 3""",245 lbs.,--,Orthodox,19,8,0,,pedro-otavio
Alexander,Otsuka,The Diet Butcher,"6' 1""",205 lbs.,--,Orthodox,5,13,0,,alexander-otsuka
Takafumi,Otsuka,,"5' 6""",139 lbs.,--,Orthodox,22,13,2,,takafumi-otsuka
Zak,Ottow,The Barbarian,"5' 11""",170 lbs.,"72.0""",Orthodox,17,7,0,,zak-ottow
Artur,Oumakhanov,,"5' 7""",154 lbs.,--,Orthodox,9,6,0,,artur-oumakhanov
Sidney,Outlaw,,"5' 8""",170 lbs.,"74.0""",Orthodox,8,4,0,,sidney-outlaw
Alistair,Overeem,The Demolition Man,"6' 4""",265 lbs.,"80.0""",Orthodox,47,19,0,,alistair-overeem
Valentijn,Overeem,,"6' 3""",230 lbs.,--,Orthodox,30,32,0,,valentijn-overeem
Craig,Oxley,,"5' 9""",155 lbs.,--,,0,3,0,,craig-oxley
Shungo,Oyama,,"5' 11""",185 lbs.,--,Southpaw,14,19,0,,shungo-oyama
Alptekin,Ozkilic,The Turkish Delight,"5' 5""",125 lbs.,"65.0""",Orthodox,9,5,0,,alptekin-ozkilic
Raquel,Pa'aluhi,Rocky,"5' 7""",135 lbs.,--,,6,5,0,,raquel-pa'aluhi
Nick,Pace,,"5' 7""",135 lbs.,"68.0""",Orthodox,8,3,0,,nick-pace
Larissa,Pacheco,,"5' 7""",135 lbs.,--,Orthodox,10,2,0,,larissa-pacheco
Teemu,Packalen,Pacu,"6' 1""",155 lbs.,"75.0""",Orthodox,8,3,0,,teemu-packalen
George,Pacurariu,Constantine,"5' 7""",135 lbs.,--,,10,5,0,,george-pacurariu
Cyrillo,Padilha,,"5' 11""",155 lbs.,--,,3,3,0,,cyrillo-padilha
Gary,Padilla,,"5' 11""",205 lbs.,--,,12,6,0,,gary-padilla
Fernando,Padilla,,"6' 1""",155 lbs.,--,,13,4,0,,fernando-padilla
Damacio,Page,The Angel of Death,"5' 6""",135 lbs.,"66.0""",Orthodox,19,10,0,,damacio-page
Michael,Page,Venom,"6' 2""",170 lbs.,--,,12,0,0,,michael-page
Dustin,Pague,The Disciple,"5' 9""",135 lbs.,"74.0""",Orthodox,12,11,0,,dustin-pague
Josh,Paiva,,"5' 6""",125 lbs.,--,,8,2,0,,josh-paiva
Raulian,Paiva,,"5' 8""",135 lbs.,"69.0""",Orthodox,21,5,0,,raulian-paiva
Dinis,Paiva Jr.,Sweetbread,"5' 9""",145 lbs.,"71.0""",Southpaw,13,8,0,,dinis-paiva jr.
Fredson,Paixao,,"5' 6""",145 lbs.,"66.0""",Orthodox,10,5,0,,fredson-paixao
Jose,Palacios,,"5' 9""",145 lbs.,--,Orthodox,3,2,0,,jose-palacios
Ricky,Palacios,El Gallero,"5' 6""",145 lbs.,--,Orthodox,10,1,0,,ricky-palacios
Bart,Palaszewski,Bartimus,"5' 9""",145 lbs.,"70.0""",Orthodox,36,17,0,,bart-palaszewski
Sasha,Palatnikov,,"6' 1""",170 lbs.,"72.0""",Switch,6,4,0,,sasha-palatnikov
Soa,Palelei,The Hulk,"6' 4""",265 lbs.,"81.0""",Orthodox,22,5,0,,soa-palelei
Rousimar,Palhares,Toquinho,"5' 8""",170 lbs.,"71.0""",Orthodox,19,8,0,,rousimar-palhares
Tulio,Palhares,,--,180 lbs.,--,,2,16,0,,tulio-palhares
Stephen,Palling,Bozo,"5' 4""",143 lbs.,--,,11,7,1,,stephen-palling
Eduardo,Pamplona,,"5' 11""",170 lbs.,--,,16,4,0,,eduardo-pamplona
Alexandre,Pantoja,The Cannibal,"5' 5""",125 lbs.,"67.0""",Orthodox,25,5,0,,alexandre-pantoja
Jared,Papazian,The Jackhammer,"5' 8""",135 lbs.,"67.0""",Southpaw,20,13,0,,jared-papazian
Kathryn,Paprocki,,"5' 3""",115 lbs.,"63.0""",Orthodox,3,2,0,,kathryn-paprocki
Joe,Pardo,,"6' 1""",210 lbs.,--,Southpaw,4,6,0,,joe-pardo
Bryan,Pardoe,Pain Inducer,"6' 1""",205 lbs.,--,Orthodox,13,16,0,,bryan-pardoe
Remco,Pardoel,Grizzly,"6' 3""",260 lbs.,--,Southpaw,9,6,1,,remco-pardoel
Ido,Pariente,,"5' 8""",155 lbs.,--,Orthodox,13,6,0,,ido-pariente
Josh,Parisian,,"6' 4""",265 lbs.,"79.0""",Orthodox,15,6,0,,josh-parisian
Karo,Parisyan,The Heat,"5' 10""",170 lbs.,"72.0""",Orthodox,24,11,0,,karo-parisyan
Won Sik,Park,Parky,"5' 11""",154 lbs.,--,Orthodox,11,7,1,,won sik-park
JunYong,Park,The Iron Turtle,"5' 10""",185 lbs.,"73.0""",Orthodox,16,5,0,,junyong-park
Harvey,Park,Fightbot,"6' 0""",155 lbs.,"70.0""",Orthodox,12,3,0,,harvey-park
HyunSung,Park,Peace of Mind,"5' 7""",125 lbs.,"66.0""",Orthodox,8,0,0,,hyunsung-park
Norman,Parke,Stormin',"5' 11""",155 lbs.,"70.0""",Southpaw,23,6,1,,norman-parke
Ryan,Parker,,"6' 3""",235 lbs.,--,Southpaw,0,1,0,,ryan-parker
Larry,Parker,,"5' 11""",205 lbs.,--,Orthodox,13,6,1,,larry-parker
Tyra,Parker,,"5' 5""",115 lbs.,--,Orthodox,4,5,0,,tyra-parker
Mick,Parkin,,"6' 4""",265 lbs.,"79.0""",Orthodox,6,0,0,,mick-parkin
Willie,Parks,Slick,"5' 10""",185 lbs.,--,,5,2,0,,willie-parks
Jordan,Parsons,Pretty Boy,"5' 9""",145 lbs.,--,,11,2,0,,jordan-parsons
Preston,Parsons,Pressure,"5' 11""",170 lbs.,"71.0""",Orthodox,10,4,0,,preston-parsons
Jonny,Parsons,The Sluggernaut,"5' 9""",170 lbs.,"69.0""",Orthodox,8,2,0,,jonny-parsons
Onassis,Parungao,,"5' 11""",200 lbs.,--,,2,1,0,,onassis-parungao
Ramona,Pascual,,"5' 7""",135 lbs.,"66.0""",Southpaw,6,5,0,,ramona-pascual
Billy,Pasulatan,,--,125 lbs.,--,,10,2,0,,billy-pasulatan
Jhonoven,Pati,The Samoan Savage,"6' 1""",185 lbs.,"75.0""",Switch,6,4,0,,jhonoven-pati
Wendris,Patilima,The Bad Boy,--,170 lbs.,--,,8,0,0,,wendris-patilima
Jorge,Patino,Macaco,"5' 8""",170 lbs.,--,Orthodox,38,19,2,,jorge-patino
Russell,Patrick,,"5' 9""",145 lbs.,--,,6,4,0,,russell-patrick
Claude,Patrick,The Prince,"5' 11""",170 lbs.,"75.0""",Orthodox,14,2,0,,claude-patrick
Alan,Patrick,Nuguette,"5' 11""",155 lbs.,"74.0""",Southpaw,15,4,0,,alan-patrick
Michael,Patt,,"6' 0""",205 lbs.,--,Orthodox,12,4,0,,michael-patt
Justin,Patterson,The Tactician,"5' 10""",170 lbs.,--,,9,3,0,,justin-patterson
Sam,Patterson,,"6' 3""",155 lbs.,"78.0""",Orthodox,10,2,1,,sam-patterson
Zac,Pauga,The Ripper,"6' 2""",205 lbs.,"76.0""",Orthodox,7,1,0,,zac-pauga
Julio,Paulino,The Dominican Demon,"6' 0""",170 lbs.,--,Orthodox,23,5,0,,julio-paulino
Thomas,Paull,Juggernaut,"5' 7""",155 lbs.,"67.0""",Orthodox,11,4,0,,thomas-paull
Sergei,Pavlovich,,"6' 3""",257 lbs.,"84.0""",Southpaw,17,1,0,,sergei-pavlovich
Pawel,Pawlak,,"6' 0""",170 lbs.,"73.0""",Orthodox,12,3,0,,pawel-pawlak
Estevan,Payan,El Terrible,"5' 10""",145 lbs.,--,Orthodox,16,12,0,,estevan-payan
Sarah,Payant,Soulja,"5' 4""",115 lbs.,--,,1,4,0,,sarah-payant
Roland,Payne,,"5' 9""",205 lbs.,--,Orthodox,0,1,0,,roland-payne
Jonathan,Pearce,JSP,"6' 0""",145 lbs.,"71.0""",Switch,14,4,0,,jonathan-pearce
Joe,Pearson,The Triangular Strangler,"5' 10""",145 lbs.,--,Orthodox,45,30,1,,joe-pearson
Ross,Pearson,The Real Deal,"5' 8""",155 lbs.,"69.0""",Orthodox,20,16,0,,ross-pearson
Andre,Pederneiras,,"5' 8""",155 lbs.,--,Orthodox,1,1,2,,andre-pederneiras
Carlo,Pedersoli Jr.,Semento,"5' 11""",170 lbs.,"75.0""",Southpaw,11,3,0,,carlo-pedersoli jr.
Matt,Pedro,,--,--,--,,3,1,0,,matt-pedro
Tyson,Pedro,,"6' 3""",205 lbs.,"79.0""",Orthodox,9,4,0,,tyson-pedro
Trevor,Peek,,"5' 9""",155 lbs.,"70.0""",Switch,8,0,0,,trevor-peek
Willie,Peeters,,"5' 9""",220 lbs.,--,Orthodox,9,10,1,,willie-peeters
Filip,Pejic,,"5' 8""",135 lbs.,--,Orthodox,12,2,2,,filip-pejic
Kurt,Pellegrino,Batman,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,0,,kurt-pellegrino
Yan,Pellerin,Wild Thing,"5' 11""",205 lbs.,--,Orthodox,11,13,0,,yan-pellerin
Julianna,Pena,The Venezuelan Vixen,"5' 6""",135 lbs.,"69.0""",Orthodox,12,5,0,,julianna-pena
Luis,Pena,Violent Bob Ross,"6' 3""",155 lbs.,"75.0""",Southpaw,9,3,0,,luis-pena
Matej,Penaz,Money,"6' 3""",185 lbs.,"83.0""",Southpaw,6,1,0,,matej-penaz
Sherman,Pendergarst,The Tank,"6' 1""",235 lbs.,--,Orthodox,11,18,0,,sherman-pendergarst
Drew,Pendleton,,--,145 lbs.,--,,5,0,0,,drew-pendleton
Cathal,Pendred,The Punisher,"6' 1""",170 lbs.,"75.0""",Orthodox,17,4,1,,cathal-pendred
BJ,Penn,The Prodigy,"5' 9""",155 lbs.,"70.0""",Orthodox,16,14,2,,bj-penn
Jessica,Penne,,"5' 5""",115 lbs.,"67.0""",Orthodox,14,8,0,,jessica-penne
Nick,Penner,The Quiet Assassin,"6' 4""",205 lbs.,--,Southpaw,11,3,0,,nick-penner
