fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,fighting_style
Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,28-Feb-80,2.77,52%,3.07,59%,2.22,24%,83%,0,
Dean Barry,,155 lbs.,,,07-Mar-92,0,0%,0,0%,0,0%,0%,0,
Enrique Barzola,"5' 7""",145 lbs.,"70""",Orthodox,28-Apr-89,3.91,41%,2.97,68%,4.2,45%,66%,0.3,
Stephen Bass,"5' 9""",145 lbs.,,Orthodox,14-Nov-82,4.87,52%,5.87,55%,0,0%,0%,0,
Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,07-Jul-79,2.72,52%,3.54,59%,0,0%,76%,0.2,
Sean Bassett,,155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Ryan Bastianelli,"5' 5""",135 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Shayna Baszler,"5' 7""",135 lbs.,,Orthodox,08-Aug-80,2.49,30%,6.36,51%,0.67,18%,44%,1.3,
Batgerel Danaa,"5' 7""",135 lbs.,"70""",Orthodox,04-Jul-89,5.66,38%,2.61,58%,0,0%,57%,0,
Michel Batista,"6' 3""",260 lbs.,,Orthodox,20-Apr-84,0,0%,4.03,40%,6.72,50%,0%,0,
Alan Baudot,"6' 3""",243 lbs.,"79""",Orthodox,01-Feb-88,1.89,25%,10.11,36%,0,0%,0%,0,
Mario Bautista,"5' 9""",135 lbs.,"69""",Switch,01-Jul-93,5.71,45%,4.78,54%,0.48,33%,70%,0,
Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,06-Aug-85,3.45,35%,3.18,61%,1.6,58%,78%,0.2,
Rudy Bears,"5' 11""",170 lbs.,,Southpaw,,1.27,29%,2.53,50%,0,0%,0%,0,
Salvador Becerra,"5' 9""",155 lbs.,,,,4.57,31%,3.83,58%,0,0%,66%,0,
Ariel Beck,"5' 6""",125 lbs.,"66""",Southpaw,16-Sep-90,4.44,34%,4.31,64%,0,0%,0%,0,
Jeff Bedard,"5' 6""",145 lbs.,,Orthodox,06-Feb-70,0.8,51%,0,100%,3.43,66%,100%,2.6,
Eric Bedard,"6' 2""",239 lbs.,,,11-Sep-84,6.37,35%,8.54,52%,0,0%,0%,0,
Lyle Beerbohm,"5' 10""",155 lbs.,,Southpaw,05-Feb-79,1.98,55%,1.61,54%,2.1,23%,64%,0.3,
Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,29-Mar-85,2.17,38%,1.64,69%,2.49,42%,41%,0.9,
Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,06-Jan-83,4.53,50%,1.75,63%,1.83,62%,62%,0,
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,16-Feb-91,2.43,41%,1.8,57%,3.98,52%,92%,0.4,
Diana Belbita,"5' 7""",125 lbs.,"68""",Orthodox,26-Jun-96,5.81,39%,6.49,52%,1.69,66%,64%,0,
Alan Belcher,"6' 2""",185 lbs.,"75""",Orthodox,24-Apr-84,2.7,41%,3.1,59%,0.44,26%,55%,0.9,
Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,21-Jul-94,1.52,61%,4.79,41%,3.5,100%,50%,0,
Vitor Belfort,"6' 0""",185 lbs.,"74""",Southpaw,01-Apr-77,1.59,46%,2.83,50%,1.02,60%,53%,0.6,
Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,08-Dec-81,4.92,36%,5.27,54%,0.48,18%,75%,0,
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,18-May-86,2.07,37%,1.93,63%,0.7,50%,46%,0.2,
Mike Bencic,"6' 0""",215 lbs.,,Orthodox,,0,0%,3.32,53%,0,0%,0%,0,
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,31-Jul-84,3.52,34%,2.67,61%,1.41,30%,62%,0.6,
Karla Benitez,"5' 3""",113 lbs.,,,,0,0%,2.4,57%,0,0%,100%,0,
Dave Beneteau,"6' 2""",250 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Gabriel Benitez,"5' 8""",155 lbs.,"71""",Southpaw,15-Jun-88,4.38,38%,3.26,70%,0.17,50%,56%,1.2,
DeAnna Bennett,"5' 4""",125 lbs.,"68""",Orthodox,18-Nov-84,3.13,58%,3.27,58%,0,0%,0%,1,
Josh Bennett,"6' 4""",259 lbs.,,Orthodox,,2.9,40%,5.8,43%,1.5,100%,100%,0,
Charles Bennett,"5' 8""",155 lbs.,,Orthodox,23-Nov-79,1.39,39%,1.35,64%,2.02,100%,36%,2,
Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,26-Aug-88,3.68,51%,2.7,56%,1.5,33%,61%,0,
Joe Benoit,"5' 9""",170 lbs.,,Orthodox,12-Mar-82,0,0%,0,100%,0,0%,0%,0,
Pat Benson,"5' 9""",155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,25-Aug-89,2.95,41%,3.4,60%,0.33,25%,70%,0.5,
Len Bentley,"5' 9""",155 lbs.,,,30-Nov-82,0,0%,0,0%,0,0%,0%,0,
Kenneth Bergh,"6' 2""",205 lbs.,"74""",Orthodox,26-Jun-89,4.56,75%,1.27,28%,0,0%,0%,0,
Steve Berger,"5' 11""",170 lbs.,,Orthodox,20-May-73,1,27%,3.26,36%,0.84,40%,16%,1.7,
Bret Bergmark,"5' 9""",170 lbs.,,,24-Nov-73,2.78,52%,2.78,37%,4.17,100%,50%,4.2,
Keith Berish,"6' 0""",205 lbs.,,Orthodox,14-Nov-85,3.58,36%,4.81,62%,1.76,40%,0%,0,
Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,13-Dec-86,4.42,46%,3.07,59%,3.89,40%,82%,1.1,
Dave Berry,,,,,,0,0%,0,0%,0,0%,0%,0,
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,04-Mar-87,3.12,42%,4.04,55%,1.62,22%,28%,0.5,
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,16-Jul-94,2.92,61%,2.68,46%,3.06,54%,0%,3.1,
Keith Berry,"6' 1""",185 lbs.,,,25-Oct-87,0.27,12%,6.27,28%,0,0%,0%,0,
Dieusel Berto,"5' 9""",200 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Edson Berto,"5' 6""",155 lbs.,,Orthodox,05-Jul-83,1.76,36%,4.62,47%,5.47,40%,0%,2.7,
Allen Berube,"5' 8""",155 lbs.,,Orthodox,25-Aug-74,0.92,80%,0.92,33%,6.87,100%,0%,3.4,
Anton Berzin,"6' 2""",205 lbs.,,Orthodox,29-Sep-89,4.4,46%,6.8,67%,2,28%,0%,1,
Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,16-Jul-88,6.15,29%,10,43%,0,0%,0%,0,
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,28-Dec-84,4.36,41%,4.45,58%,0.64,28%,61%,0.3,
Scott Bessac,"6' 4""",245 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Fernando Bettega,,170 lbs.,,,10-Mar-80,0,0%,0,0%,0,0%,0%,0,
Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,2.33,56%,3.25,59%,1.73,75%,100%,0,
Bibulatov Magomed,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88,3.6,51%,1.83,52%,2.85,40%,75%,0,
KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,12-Oct-91,1.18,13%,10,37%,0,0%,0%,0,
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,06-Jun-79,1.11,57%,1.64,54%,2.65,63%,14%,0,
Jeremiah Billington,"5' 9""",205 lbs.,,Orthodox,14-Nov-77,1.6,62%,7.06,35%,0,0%,50%,0,
Scott Bills,"5' 10""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,16-May-86,4.23,36%,3.06,60%,0.6,16%,73%,0,
Chris Birchler,"6' 3""",205 lbs.,,Switch,05-Jun-87,9.35,46%,14.83,35%,0,0%,0%,0,
Simon Biyong,,205 lbs.,,,05-Apr-91,0,0%,0,0%,0,0%,0%,0,
Amaury Bitetti,"5' 9""",185 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,28-Feb-79,4.33,38%,2.71,65%,1.05,43%,63%,0.3,
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,24-Feb-83,3.59,49%,2.79,53%,1.18,53%,65%,0.2,
Tom Blackledge,,205 lbs.,,Orthodox,,2.91,61%,2.55,46%,0,0%,75%,0,
Jason Black,"5' 8""",155 lbs.,,Orthodox,15-Jul-72,1.06,47%,2.6,45%,0.48,33%,28%,6.2,
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,25-May-77,4.55,35%,3.59,65%,0.93,50%,76%,0.7,
Jason Blackford,,,,,,0,0%,0,0%,0,0%,0%,0,
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,16-Oct-83,4.11,44%,3.19,66%,1.85,36%,63%,0.3,
Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,16-Aug-93,3.7,49%,3.13,55%,4,33%,42%,0,
David Blanco,"5' 7""",145 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,18-Feb-91,3.59,53%,1.7,57%,6.64,54%,33%,0,
Arlene Blencowe,"5' 5""",145 lbs.,,,11-Apr-83,2.31,43%,2.1,43%,0,0%,55%,0.6,
Byron Bloodworth,"5' 8""",135 lbs.,,Orthodox,16-Aug-83,1.82,28%,5.18,50%,0,0%,0%,0,
Dashawn Boatwright,"6' 0""",205 lbs.,,Orthodox,29-Feb-88,0,0%,52.5,12%,0,0%,0%,0,
Dan Bobish,"6' 2""",345 lbs.,,Southpaw,26-Jan-70,2.06,44%,1.74,34%,2.44,42%,0%,1.6,
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,05-Feb-87,2.63,31%,5.11,58%,1.14,15%,62%,0,
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,24-Oct-81,2.34,43%,2.32,60%,3.65,36%,31%,1.3,
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,13-Feb-89,0.65,26%,3.64,21%,0,0%,0%,0,
Jeremy Boczulak,,,,,,0,0%,0,0%,0,0%,0%,0,
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,22-May-82,3.63,45%,3.63,54%,2.37,100%,50%,0,
Jay Bogan,,145 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,28-Jan-81,2.93,50%,2.9,57%,1.45,34%,59%,0.8,
Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,15-Dec-90,3.33,42%,4.4,44%,1,9%,50%,0,
Derek Bohi,"6' 4""",260 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Jerry Bohlander,"5' 11""",199 lbs.,,Orthodox,12-Feb-74,0,0%,0,0%,0,0%,0%,0,
Kotetsu Boku,"5' 9""",154 lbs.,,Orthodox,27-May-77,2.47,42%,2.8,53%,0,0%,0%,0,
Kyle Bolt,"6' 2""",185 lbs.,,,,7.27,52%,7.27,45%,0,0%,0%,0,
Denys Bondar,"5' 6""",125 lbs.,,Orthodox,27-Jun-92,0,0%,0,0%,0,0%,0%,0,
Luc Bondole,"6' 2""",205 lbs.,,,,3.35,51%,2.04,62%,0,0%,0%,1.8,
Tony Bonello,"6' 2""",185 lbs.,,,,0.62,33%,12.62,10%,0,0%,0%,0,
Jesse Bongfeldt,"6' 0""",185 lbs.,,Orthodox,28-Aug-80,2.91,62%,1.01,50%,1.51,33%,33%,0,
Marcos Bonilla,"5' 10""",145 lbs.,,,,0.47,12%,0.47,94%,0,0%,0%,0,
Rogerio Bontorin,"5' 5""",125 lbs.,"67""",Orthodox,25-Apr-92,2.19,50%,3.12,38%,1.9,40%,51%,1.6,
Stephan Bonnar,"6' 4""",205 lbs.,"79""",Orthodox,04-Apr-77,2.76,38%,3.01,52%,1.32,40%,60%,1,
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,04-Aug-93,1.52,52%,1.93,48%,3.89,50%,46%,1,
Igor Borisov,"6' 0""",235 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Tanner Boser,"6' 2""",255 lbs.,"75""",Orthodox,02-Aug-91,4.54,55%,2.7,63%,0,0%,100%,0,
Calen Born,"5' 8""",170 lbs.,"72""",Switch,24-May-88,0,0%,0,0%,0,0%,0%,0,
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,29-Jul-81,5.99,52%,5.38,50%,0.92,33%,100%,0,
Marcus Bossett,"6' 1""",215 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Chris Bostick,,,,,,0,0%,0,0%,0,0%,0%,0,
Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,15-Dec-88,3,56%,3.08,50%,0.89,100%,80%,0,
Francois Botha,"6' 2""",260 lbs.,,Orthodox,28-Sep-68,0,0%,1.05,77%,0,0%,0%,0,
Rich Bouphanouvong,"5' 7""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Gregory Bouchelaghem,"6' 2""",183 lbs.,,Switch,,0.27,21%,1.53,36%,0,0%,50%,0,
Roy Boughton,"6' 0""",205 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Mike Bourke,"6' 0""",275 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Jess Bouscal,,155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Tai Bowden,"5' 11""",230 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Melton Bowen,"6' 0""",225 lbs.,,Orthodox,16-Jul-69,0,0%,0,0%,0,0%,0%,0,
Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,22-Dec-93,2.73,57%,2.05,40%,0,0%,0%,0,
Blake Bowman,"6' 2""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,22-Jun-80,2.36,26%,2.98,64%,1.39,70%,54%,1.4,
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,05-Dec-82,3.9,47%,3.86,51%,3.09,43%,27%,0.9,
Ashe Bowman,"5' 9""",155 lbs.,,,17-Nov-76,2.43,42%,4.86,57%,0,0%,0%,0,
Colley  Bradford,"5' 7""",145 lbs.,,,,0.43,25%,1.73,50%,19.42,50%,100%,0,
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,19-Aug-82,1.99,40%,3.45,58%,0.65,50%,40%,0,
Paul Bradley,"5' 9""",170 lbs.,,Orthodox,13-Jun-83,2.26,32%,4.13,56%,1.12,16%,100%,0,
Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,23-Nov-92,4.72,55%,3.6,63%,2.69,60%,100%,1.2,
Ebenezer Fontes Braga,"6' 0""",199 lbs.,,Orthodox,14-Apr-69,2.42,50%,0.42,71%,0,0%,90%,0.6,
Joe Brammer,"5' 8""",155 lbs.,,Orthodox,23-Aug-83,2.15,31%,2.8,56%,0.81,50%,50%,0,
Ramiz Brahimaj,"5' 10""",170 lbs.,"72""",Orthodox,17-Nov-92,3.73,36%,6.14,55%,0,0%,100%,0,
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,26-Sep-81,1.66,39%,1.91,56%,2.55,32%,43%,0,
Michael Bravo,,155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,21-Sep-93,7.66,39%,5.72,51%,2.6,35%,85%,0,
Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,27-May-87,2.94,47%,3.38,62%,3.21,68%,80%,0.6,
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,26-Sep-91,3.34,50%,2.81,60%,0,0%,70%,1.1,
Mike Breeden,"5' 10""",155 lbs.,"70""",Orthodox,21-Apr-89,4,34%,5.87,47%,0,0%,77%,0,
Chris Brennan,"5' 8""",170 lbs.,,Orthodox,12-Oct-71,0.6,40%,0.97,50%,0,0%,25%,2.1,
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,09-Feb-81,1.52,56%,1.55,46%,4.23,42%,72%,0,
Robert Breslin,"5' 11""",155 lbs.,,,,2.21,46%,3.5,66%,1.38,100%,50%,0,
Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,01-Apr-96,3.07,43%,3.27,25%,0,0%,36%,0,
Mack Brewer,,205 lbs.,,,,0,0%,6.67,36%,0,0%,0%,0,
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,07-Jul-75,2.66,40%,1.78,65%,2.37,25%,25%,1.3,
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,06-Apr-85,3.97,35%,3.64,56%,0.56,100%,80%,0,
Aaron Brink,"6' 3""",205 lbs.,,Orthodox,12-Nov-74,3.49,42%,5.71,57%,0,0%,0%,0,
Marcelo Brito,"6' 1""",170 lbs.,,Orthodox,27-Nov-77,0.6,20%,3.53,55%,0,0%,50%,0,
Henry Briones,"5' 8""",135 lbs.,"69""",Orthodox,22-Oct-80,3.47,42%,4.68,53%,0,0%,52%,0.6,
Drew Brokenshire,,,,,,0,0%,0,0%,0,0%,0%,0,
Antwain Britt,"6' 1""",205 lbs.,"77""",,09-May-78,1.46,39%,2.81,44%,1.56,40%,50%,0,
Mike Bronzoulis,"6' 0""",155 lbs.,,,05-Jan-79,1.13,34%,2.54,37%,0,0%,33%,0,
Jonathan Brookins,"6' 0""",145 lbs.,"74""",Southpaw,13-Aug-85,2.69,39%,3.63,56%,1.94,17%,80%,0.3,
Will Brooks,"5' 10""",155 lbs.,"72""",Orthodox,08-Oct-86,4.26,59%,2.54,56%,2.08,51%,82%,0.3,
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,02-May-93,2.12,46%,1.66,62%,4.54,57%,69%,0.6,
Rob Broughton,"6' 2""",265 lbs.,"74""",Orthodox,03-Mar-83,2.83,60%,2.54,51%,0,0%,26%,3.2,
Terrell Brown,,185 lbs.,,,13-Apr-83,0,0%,0,0%,0,0%,0%,0,
Dominic Brown,"5' 11""",190 lbs.,,,04-Jun-82,0,0%,0,0%,0,0%,0%,0,
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,08-Sep-75,2.98,44%,2.45,60%,3.23,40%,66%,0.6,
Chris Brown,,170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Todd Brown,"5' 11""",205 lbs.,,Orthodox,13-Dec-76,2.15,45%,3.85,48%,0,0%,50%,0,
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,10-Jan-81,3.69,54%,2.67,55%,1.56,44%,63%,1.4,
Frederick Brown,"6' 0""",235 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
TJ Brown,"5' 9""",145 lbs.,"72""",Switch,22-May-90,3.22,42%,2.21,50%,4.92,60%,40%,0.4,
Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,25-Dec-84,3.66,38%,4.86,50%,0.68,27%,53%,0.7,
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,08-Jul-90,3.67,47%,2.8,53%,1,46%,71%,0.6,
Junie Browning,"5' 9""",155 lbs.,,Orthodox,12-May-84,3.76,48%,1.76,66%,3.53,66%,0%,3.5,
Humberto Brown Morrison,"5' 10""",145 lbs.,,,03-Nov-84,1.71,50%,2.19,62%,1.43,25%,0%,0,
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,17-Jul-82,2.93,41%,4.31,42%,1.21,68%,75%,0.2,
Jules Bruchez,"6' 0""",205 lbs.,,Southpaw,16-Aug-77,0.69,50%,5.52,46%,0,0%,0%,0,
Lee Brousseau,"6' 1""",205 lbs.,,,04-Oct-74,0,0%,0,0%,0,0%,0%,0,
Justin Bruckmann,"5' 9""",170 lbs.,,Orthodox,,0.59,66%,5.91,16%,0,0%,33%,0,
Cody Brundage,"6' 0""",205 lbs.,"72""",Orthodox,16-May-94,7.97,82%,6.29,6%,6.29,33%,0%,0,
Steve Bruno,"5' 10""",170 lbs.,,Orthodox,03-Nov-81,0.96,52%,3.38,36%,1.94,25%,46%,0.4,
Fernando Bruno,"5' 6""",145 lbs.,,,24-Feb-82,1.75,39%,1.78,48%,2.02,22%,56%,0.5,
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,04-Jan-84,3.46,47%,2.72,53%,3.11,33%,94%,0.5,
Josh Bryant,"5' 10""",185 lbs.,,Orthodox,23-Apr-80,1.1,20%,6.1,43%,0,0%,0%,0,
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,22-Aug-83,2.35,26%,4.14,51%,0,0%,33%,0.8,
Dennis Bryant,"6' 0""",205 lbs.,,Orthodox,18-Oct-85,10.56,59%,10.56,13%,0,0%,0%,0,
Zak Bucia,"5' 10""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Courtney Buck,"5' 10""",135 lbs.,,Orthodox,19-Mar-82,1.49,28%,3.24,54%,0,0%,33%,0,
Julia Budd,"5' 7""",145 lbs.,"67""",,04-Jul-83,2.42,74%,1.18,47%,3.6,57%,83%,0,
Joaquin Buckley,"5' 10""",185 lbs.,"76""",Southpaw,27-Apr-94,4.58,36%,5.46,51%,0.6,16%,100%,0,
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,08-Aug-74,0.65,52%,0.95,53%,0,0%,0%,3.4,
Francisco Bueno,"5' 9""",225 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Mayra Bueno Silva,"5' 6""",135 lbs.,"66""",Orthodox,22-Aug-91,4.06,57%,4.89,47%,0,0%,73%,1.6,
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,16-Jan-74,3.29,45%,3.83,52%,0.19,33%,39%,0.4,
Modestas Bukauskas,"6' 3""",205 lbs.,"78""",Switch,10-Feb-94,3.56,37%,5.7,42%,0,0%,100%,0,
Lee Kwan Bum,"6' 2""",286 lbs.,,Orthodox,,0.71,14%,0,100%,0,0%,0%,0,
Shawn Bunch,"5' 5""",135 lbs.,,,19-Mar-83,0,0%,1.55,55%,0,0%,50%,0,
Josh Bumgarner,"6' 1""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Wuliji Buren,"5' 9""",135 lbs.,"69""",Orthodox,01-Mar-89,1.63,42%,2.96,56%,3.38,42%,71%,0.4,
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,19-Mar-91,7.31,50%,5.81,60%,0.3,100%,89%,0.1,
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,10-Apr-80,2.69,43%,3.13,51%,2.53,36%,72%,0.3,
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,06-Mar-94,1.28,41%,2.71,51%,3.45,47%,22%,0.4,
Mikey Burnett,"5' 6""",170 lbs.,,Orthodox,12-Apr-74,0,0%,0,0%,0,0%,0%,0,
Josh Burns,"6' 1""",244 lbs.,,,15-May-78,2.4,48%,5.73,32%,0,0%,100%,0,
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,03-Mar-80,2.74,38%,4.3,52%,0.28,50%,47%,0.8,
Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,02-Feb-88,1.67,45%,5.02,33%,4.64,83%,75%,2.8,
Gilbert Burns,"5' 10""",170 lbs.,"71""",Orthodox,20-Jul-86,3.22,45%,3.04,54%,2.08,35%,50%,0.7,
Derrick Burnsed,,155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Nah-Shon Burrell,"5' 11""",170 lbs.,,Orthodox,05-Feb-90,4.83,47%,3.45,56%,0,0%,52%,0.3,
Martin Buschkamp,"5' 9""",145 lbs.,,Orthodox,06-Jan-91,0,0%,0,0%,0,0%,0%,0,
Bubba Bush,"6' 0""",185 lbs.,,Orthodox,24-Jul-85,0.63,55%,7.01,25%,2.82,50%,60%,0,
George Bush,"6' 1""",205 lbs.,,,,6.35,64%,2.31,55%,17.31,66%,0%,0,
Nick Bustamante,"5' 9""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Murilo Bustamante,"6' 2""",183 lbs.,,Orthodox,30-Jul-66,1.33,32%,1.9,60%,2.46,33%,54%,1.2,
Jason Butcher,"6' 3""",185 lbs.,,,23-Oct-84,1.82,40%,2.73,25%,13.64,50%,0%,0,
Eduardo Bustillos,"5' 8""",135 lbs.,,,02-Jun-87,2.61,59%,6.22,35%,0,0%,100%,0,
Todd Butler,"6' 1""",200 lbs.,,Southpaw,,0,0%,0,0%,0,0%,0%,0,
Ian Butler,"5' 8""",155 lbs.,,,,2.09,14%,6.69,36%,0,0%,50%,0,
Goldman Butler,,,,,,0,0%,0,0%,0,0%,0%,0,
Cheyanne Buys,"5' 3""",115 lbs.,"63""",Switch,25-Jun-95,4.1,53%,1.67,65%,0,0%,60%,0,
Raphael Butler,"6' 3""",261 lbs.,,,04-Jan-84,4.69,45%,0.94,91%,0,0%,100%,14.1,
JP Buys,"5' 5""",125 lbs.,"67""",Orthodox,30-Apr-96,2.66,45%,3.05,43%,2.22,50%,33%,2.2,
Dennis Buzukja,"5' 9""",145 lbs.,"71""",Switch,01-Oct-97,3.8,46%,6.8,35%,2,25%,100%,1,
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,11-Oct-83,3.43,55%,2.63,55%,2.5,50%,40%,1.5,
Steve Byrnes,"6' 0""",170 lbs.,,Orthodox,,1.2,51%,2.67,27%,3,60%,0%,4,
Michael Byrnes,"5' 11""",155 lbs.,,,17-Jul-90,0,0%,0,0%,0,0%,0%,0,
Alvin Cacdac,"5' 6""",125 lbs.,,Orthodox,,1.21,66%,0.61,0%,0,0%,0%,0,
Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,13-May-83,2.02,47%,1.98,62%,2.89,35%,37%,1.2,
Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,20-Jun-88,4.1,50%,2.82,65%,0.57,78%,64%,0.8,
Vince Cachero,"5' 6""",145 lbs.,"68""",Orthodox,07-Nov-89,3.29,45%,6.51,43%,0,0%,18%,0.5,
Priscila Cachoeira,"5' 7""",135 lbs.,"65""",Orthodox,19-Aug-88,3.84,37%,7.93,42%,0,0%,69%,0,
Travis Calanoc,"5' 8""",145 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Ricky Calatayud,"5' 9""",125 lbs.,,,10-Oct-82,0,0%,0,0%,0,0%,0%,0,
Darrion Caldwell,"5' 10""",135 lbs.,,,19-Dec-87,0.85,34%,0.57,60%,3.41,66%,100%,0.8,
Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,23-Dec-85,6.59,49%,4.4,53%,1.8,55%,58%,0.5,
Taylor Callens,"5' 10""",155 lbs.,,,21-May-91,0,0%,0,0%,0,0%,0%,0,
Joe Camacho,"5' 9""",155 lbs.,,Orthodox,10-Mar-72,0.31,17%,5,42%,0,0%,0%,0,
Cynthia Calvillo,"5' 4""",125 lbs.,"64""",Orthodox,13-Jul-87,4.18,41%,3.52,67%,1.85,44%,71%,1.1,
Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,18-May-89,6.67,46%,7.31,52%,1.17,45%,72%,0,
Fabricio Camoes,"5' 10""",155 lbs.,"71""",Orthodox,23-Dec-78,1.29,33%,1.85,61%,2.34,32%,20%,1.5,
